-0.006412875	-0.032374635	0.0021602027	0.008514501	0.04639032	0.041552093	0.007933807	0.047653865	0.018267062	0.04997119	-0.046138357	0.04318357	-0.041343153	0.033160057	0.0063707717	-0.019029224
-0.13059585	-0.033813734	-0.020931037	-0.015382614	-0.067536384	0.00312577	0.1768701	-0.12712102	-0.446554	-0.22491483	-0.12957089	0.101996705	-0.073459305	0.322595	0.2063082	-0.15007845
0.13512729	-0.0063952436	0.047715336	-0.04480352	0.06388246	-0.028979708	-0.13990594	0.14079596	-0.004564224	0.17688735	0.11489404	-0.1208218	0.003071507	-0.14697388	-0.09477625	0.08383074
-0.16905266	-0.044935893	-0.17851864	-0.022570787	-0.039015315	0.028702525	0.25786695	-0.20724484	-0.705511	-0.6169528	-0.18229297	0.1880565	-0.064248845	0.7536159	0.22742394	-0.15218829
0.3243584	0.044766292	0.1835564	0.07276781	-0.03550248	0.06713167	-0.3307661	0.26773706	0.33851433	0.51447433	0.25703853	-0.34930715	-0.061725587	-0.51310545	-0.2344947	0.05483669
0.4206786	-0.6192342	-0.530935	-0.46183723	0.5318186	-0.54624873	-0.3747095	0.415959	-0.6758798	-0.6358867	0.33202952	-0.1584522	0.44271317	0.6876385	-0.447289	0.46328282
-0.6153191	0.59093106	0.6733366	0.59779835	-0.5954083	0.6635001	0.53960526	-0.6716249	-0.4145608	-0.7624428	-0.59453005	0.5233003	-0.58027613	0.50271344	0.65529	-0.63736147
-0.6245761	0.5602115	0.6194559	0.601794	-0.5238352	0.65162295	0.6240533	-0.6223208	-0.4828713	-0.7792717	-0.6141115	0.5225224	-0.56296754	0.5602456	0.60863423	-0.60821
-0.19705181	0.043918442	0.091398165	0.121204875	-0.16677481	0.10997359	0.20078054	-0.23947325	-0.2811303	-0.42792752	-0.21330221	0.23582889	-0.08636065	0.39338505	0.2285604	-0.13648786
0.6311516	0.2976005	0.33554503	0.2342025	-0.12956735	0.25934237	-0.43337685	0.7148821	0.38851258	0.52848536	0.4436	-0.4412358	-0.24340963	-0.44768238	-0.8260706	0.0825257
-0.40986457	0.3226276	0.35305232	0.33976117	-0.29979268	0.38000193	0.3781321	-0.3981992	-0.3916014	-0.49289608	-0.35243604	0.37157133	-0.30634743	0.42474756	0.35418907	-0.31278476
-0.2945564	0.12590474	0.041061413	0.04806259	-0.19360983	0.14136592	0.2916116	-0.25949532	-0.60487264	-0.48352587	-0.31965655	0.26394278	-0.16506472	0.6957956	0.25277773	-0.1776405
-0.01957761	0.54146004	0.58521646	0.44866905	-0.50559247	0.5105267	-0.1627922	-0.1409743	0.32216486	0.4291649	-0.005642908	-0.16318248	-0.5921075	-0.36485735	0.21510842	-0.47680628
-0.3653893	0.41712698	0.3842184	0.3733715	-0.31200117	0.37006631	0.29775262	-0.3882766	-0.17755224	-0.3570258	-0.33037046	0.27229843	-0.36301073	0.2747671	0.3369495	-0.3203416
0.20833534	-0.1581251	-0.1524018	-0.2023769	0.17990144	-0.19875269	-0.14481784	0.24350594	-0.058423392	-0.08502323	0.109234974	-0.05430563	0.14609075	0.11312899	-0.29205012	0.20257887
0.4201803	0.57190114	0.6650167	0.52321315	-0.6064971	0.6268307	-0.46477166	0.21280625	0.58788204	0.7274904	0.42132804	-0.49740282	-0.6181177	-0.6933576	-0.023255274	-0.40540224
